id,sentence,difficulty;;;;;;;;;;;;
"180,""D'abord, la dernière élection présidentielle, où le vote pour le Front national fut autant le fait des jeunes électeurs que de leurs aînés."",B2";;;;;;;;;;;;
"181,""Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège)."",C2";;;;;;;;;;;;
182,Les parents de banlieue se sont organisés pour les devoirs des enfants.,A2;;;;;;;;;;;;
183,Vous attendîtes la surprise que vos parents vous eurent promise,C2;;;;;;;;;;;;
"184,""Le duo n'a pas grand chose en commun, mis à part ses positions relativement conservatrices, qui lui vaut les foudres des progressistes."",B2";;;;;;;;;;;;
"185,""Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000."",C1";;;;;;;;;;;;
"186,""Les passants semblent moins pressés, et s'attardent plus facilement devant une devanture ou dansles rayons."",B2";;;;;;;;;;;;
187,A qui appartient le chien qui aboie nuit et jour ?,B1;;;;;;;;;;;;
188,Elle sait parler anglais et espagnol,A1;;;;;;;;;;;;
"189,""Ce phénomène, c'est l'apparition d'une génération inédite."",B2";;;;;;;;;;;;
"190,""Après l'ambiance de luxe, ici c'est comme un tranquille village"",B1";;;;;;;;;;;;
"191,""Des chiffres tirés d'une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l'Institut de recherche sur l'économie de l'éducation auprès des parents de 2 500 enfants de l'académie."",C2";;;;;;;;;;;;
192,Monet peignit ce portrait emplit de sensualité et lourd de symbolisme.,C1;;;;;;;;;;;;
193,Elle pense à lui.,A1;;;;;;;;;;;;
"194,""Oui, l'ouragan a touché terre la nuit dernière dans le nord du Nicaragua, il s'est ensuite étendu à plusieurs pays d'Amérique centrale"",B1";;;;;;;;;;;;
195,Je viens d'emménager dans ma nouvelle maison,A2;;;;;;;;;;;;
"196,""De toute façon, chacun sait que, pour choisir son logement idéal, cela peut prendre plusieurs mois."",B1";;;;;;;;;;;;
"197,""Parmi les habitants de la région, il y a ceux qui veulent revenir et ceux qui ne veulent pas"",A2";;;;;;;;;;;;
198,Nous apportons des arguments experimentaux et théoriques en faveur d'un mecanisme intramoleculaire.,C2;;;;;;;;;;;;
"199,""On choisit la date, le lieu et le projet qui nous intéressent, on paye et on part !"",B1";;;;;;;;;;;;
"200,""Dans les campagnes, c'est différent !"",A2";;;;;;;;;;;;
201,Faites des groupes de trois personnes.,A1;;;;;;;;;;;;
"202,""La salle craquait sous les bravos "; on recommença la strette entière ;" les amoureux parlaient des fleurs de leur tombe, de serments, d'exil, de fatalité, d'espérances, et quand ils poussèrent l'adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords."",C2";;;;;;;;;;
203,Le Président a promis qu'il tiendrait toutes ses promesses.,B1;;;;;;;;;;;;
204,Qu'allez-vous faire demain ?,B1;;;;;;;;;;;;
205,Où se trouve le supermarché?,A1;;;;;;;;;;;;
"206,""Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon."",A2";;;;;;;;;;;;
207,Je vous conseille d'écouter deux fois cette histoire avant de passer à la suite.,A2;;;;;;;;;;;;
"208,""Après 22 ans de vie parisienne, cet ancien designer-graphiste a décidé de se consacrer à sa passion de toujours : la cuisine"",C1";;;;;;;;;;;;
209,Je ne veux plus le voir parce qu'on s'est disputés la dernière fois que l'on s'est vus.,A2;;;;;;;;;;;;
"210,""En France, si je parle anglais à mon fils, Mathias, il me répond plutôt en français."",B1";;;;;;;;;;;;
211,Nous les mangeons ensemble le samedi soir.,A1;;;;;;;;;;;;
"212,""Ça veut dire """"Sapeurs-Pompiers"""""",C1";;;;;;;;;;;;
213,Les sexagénaires sont jeunes.,B2;;;;;;;;;;;;
"214,""Et le vieux chef a toujours raison, car c'est le seul qui parle aux dieux."",B1";;;;;;;;;;;;
215,J'ai cherché à te joindre il y a une heure.,A2;;;;;;;;;;;;
216,Cela nécessite des équipements et suffisamment de place.,B2;;;;;;;;;;;;
217,J'ai soif.,A1;;;;;;;;;;;;
218,Léonard de Vinci a eu beaucoup d'amis qui sont reconnus dans leurs domaines respectifs ou ont eu une influence importante sur l'Histoire.,B2;;;;;;;;;;;;
"219,""L'incarnation nous met en présence de l'immuable qui est par lui-même quelque chose de général";" et cet immuable revêtant le caractère de l'individualité, ce caractère même devient quelque chose d'universel."",C2";;;;;;;;;;;
220,Vous avez une réduction ?,A1;;;;;;;;;;;;
"221,""Je n'aime pas la pluie, surtout pendant les vacances."",A1";;;;;;;;;;;;
222,Je serai ravi de t'accueillir.,A2;;;;;;;;;;;;
223,Le petit chat plaît à mes parents.,A2;;;;;;;;;;;;
"224,""Comme l'enfant séparé de sa mère trouve dans son """"doudou"""" un moyen de se rassurer, le smartphone, objet transitionnel, ne permettrait-il pas de lutter contre les frustrations et affects négatifs provoqués par le monde social ?"",C2";;;;;;;;;;;;
225,Twitter va bannir les utilisateurs en cas de désinformation répétée sur les vaccins.,B2;;;;;;;;;;;;
"226,""C'est, de manière plus générale et de façon indiscutable, le meilleur joueur du monde."",B1";;;;;;;;;;;;
"227,""Cette """"fin des grands récits"""" est largement celle où les lieux étaient classés par étapes - la succession des modes de production marxistes en représentait la version la plus formalisée, mais parler de sous-développement ou de décollage s'inscrivait dans le même paradigme évolutionniste."",C2";;;;;;;;;;;;
"228,""Ici, le travail est un châtiment divin, imposé par Dieu aux Hommes pour les punir de leur désobéissance"",C2";;;;;;;;;;;;
"229,""Même sans se considérer forcément comme un """"cyberaddict"""", tout un chacun peut s'inspirer de ces techniques pour y puiser des conseils."",C2";;;;;;;;;;;;
230,Ils sont pas chers,A1;;;;;;;;;;;;
"231,""Je sais qu'elle vit seule avec son père, mais je ne lui ai jamais demandé pourquoi."",B1";;;;;;;;;;;;
"232,""Ces deux étapes se caractérisent pas la difficulté éprouvée par le couple devant les choix qu'impose l'éducation de leurs enfants (école, religion, langue.)."",C2";;;;;;;;;;;;
"233,""Ainsi l'inaltérable patience de robots instituteurs en Corée du Nord et au Japon convient elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain."",C1";;;;;;;;;;;;
234,La communauté scientifique apprécie peu la présence de femmes.,B2;;;;;;;;;;;;
235,Les anciennes générations sont beaucoup plus conservatrices que les jeunes générations.,B2;;;;;;;;;;;;
236,Etes-vous à la maison ?,A1;;;;;;;;;;;;
237,Quand les rencontrer?,A2;;;;;;;;;;;;
"238,""Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années."",C2";;;;;;;;;;;;
239,Un message d'urgence des pompiers vient de tomber :,A2;;;;;;;;;;;;
240,J'étais donc lycéen et pompier à la fois.,A2;;;;;;;;;;;;
241,Un journaliste de Art Press a interviewé Agathe sur la performance dans laquelle elle a participé.,B2;;;;;;;;;;;;
242,Je ne crois pas que les enfants vont réussir.,A2;;;;;;;;;;;;
243,C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade,B1;;;;;;;;;;;;
"244,""C'est d'accord pour samedi, je viens avec ma soeur Katrine."",A1";;;;;;;;;;;;
"245,""Les Cyanobactéries se distinguent des Bactéries par la présence de chlorophylle A et de pigments accessoires hydrosolubles, les phycobilines rouge et bleue."",C1";;;;;;;;;;;;
"246,""Celles-ci n'influeront sur la recherche scientifique que vers le milieu du XVIIe siècle: et l'on peut, il me semble, attribuer au grand naturaliste Réaumur le mérite d'en avoir tiré les premières conséquences expérimentales dans ses recherches sur la prolongation de la vie chez les insectes."",C2";;;;;;;;;;;;
"247,""Même à l'université, les études sont trop focalisées et seuls 5 % des étudiants qui ont un doctorat occuperont une fonction académique."",C2";;;;;;;;;;;;
"248,""Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration."",B1";;;;;;;;;;;;
"249,""Le soir venu, il faut rentrer en prenant le même chemin que le matin"",A2";;;;;;;;;;;;
250,Je suis vraiment plus dans le flow,A2;;;;;;;;;;;;
251,L'élastique s'est distendu.,B1;;;;;;;;;;;;
252,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi. des Jeux pour lire vite (Retz),C2;;;;;;;;;;;;
253,Des coutumes similaires ont existé autrefois notamment dans le Finistère : les enfants s'amusaient à creuser des betteraves au moment de la Toussaint pour faire peur aux gens du voisinage,B2;;;;;;;;;;;;
"254,""Elle ressemble à un bébé tigre, mais c'est un tigre qui a très peur."",A2";;;;;;;;;;;;
"255,""De nombreux indicateurs lui permettent de suivre l'évolution de la situation, et au fur et à mesure que l'épidémie se propage, de nouveaux outils deviennent nécessaires pour avoir une vision globale de la situation."",C1";;;;;;;;;;;;
256,Alice a un chien.,A1;;;;;;;;;;;;
257,Pierre qui roule n'amasse pas mousse,C1;;;;;;;;;;;;
258,Elle n'était pas là.,A1;;;;;;;;;;;;
259,Des réponses aux questions que l'on se pose sur soi et sur les autres.,A2;;;;;;;;;;;;
"260,""Cependant, la responsable du service nous a confirmé que les conditions d'accueil et de délivrance de vos documents administratifs mit été respectées selon les normes établies par notre ministère"",C2";;;;;;;;;;;;
261,L'ensemble des jeunes ?,A2;;;;;;;;;;;;
"262,""Il avait pris sa belle valise verte qu'il trimballe depuis vingt ans, pour passer cinq jours de vacances près de Vannes chez sa vieille amie Sylvaine qu'il voyait beaucoup avant de vivre à Valencienne"",B1";;;;;;;;;;;;
"263,""Ensuite, on ira au cinéma du quartier qui organise tous les ans des séances spéciales"",C1";;;;;;;;;;;;
264,Les résultats de deux études sur les métriques utilisées par les entreprises pour évaluer leur capital intellectuel,C2;;;;;;;;;;;;
265,La ville entière s'est illuminée autour du marché de Noël qui enchante les passants de ses illuminations réchauffant les coeurs dans le froid de l'hiver,B2;;;;;;;;;;;;
"266,""Si vous êtes intéressé, appelez-moi."",A1";;;;;;;;;;;;
"267,""La retraite, les quinquas d'aujourd'hui l'imaginent active, forcément active."",C1";;;;;;;;;;;;
268,Mon père a eu une mutation pour venir travailler à Paris.,A1;;;;;;;;;;;;
"269,""On peut aussi aller au théâtre, dans les musées ou au cinéma"",A1";;;;;;;;;;;;
"270,""Je suis encore au bureau, je vais rentrer plus tard."",A1";;;;;;;;;;;;
271,On va manger dans le jardin.,A1;;;;;;;;;;;;
"272,""Il aurait vidé de même une barrique entière, lui semblait-il ";" il aurait mangé un boeuf, étranglé un lion."",B2";;;;;;;;;;;
"273,""Une feuille prise d'un arbre du paradis, sur laquelle est écrite un mot en lettres d'or par le Père éternel."",A2";;;;;;;;;;;;
"274,""Ne t'inquiète pas, tu vas vite t'habituer à ta nouvelle vie."",A2";;;;;;;;;;;;
275,Les réseaux sociaux sont l'objet d'un étonnant paradoxe.,B2;;;;;;;;;;;;
"276,""C'est là un enrichissement culturel, car l'enfant peut alors s'ouvrir, à travers cette langue différente, à des traits typologiques présents dans beaucoup d'autres langues, sur lesquels le bilinguisme breton français offre un accès indirect"",C2";;;;;;;;;;;;
277,Vous avez bien étudié et vous avez réussi facilement.,A2;;;;;;;;;;;;
278,Le journal n'a pas expliqué comment ce prisonnier s'est évadé.,B1;;;;;;;;;;;;
"279,""Il ne la connaît pas bien, alors il demande à ses autres collègues"",A1";;;;;;;;;;;;
280,L'anecdote est révélatrice.,B2;;;;;;;;;;;;
"281,""C'est l'année où les centaines de milliers de baby-boomers, nés lors du pic des naissances de 1946, arriveront à la retraite."",B2";;;;;;;;;;;;
"282,""Pour y aller, descendez à la station musée du Louvre, prenez à droite et continuez tout droit"",A1";;;;;;;;;;;;
283,L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides formés.,C1;;;;;;;;;;;;
"284,""Par ailleurs, 42 % des adolescents déclarent qu'ils seraient """"dévastés"""" s'ils devaient quitter leur foyer plusieurs jours sans leur téléphone."",B2";;;;;;;;;;;;
"285,""Et toi, tu es toujours cuisinier ?"",A1";;;;;;;;;;;;
"286,""En les mélangeant, on peut former d'autres couleurs. Le vert par exemple, est la couleur de l'herbe et des feuilles des arbres."",B1";;;;;;;;;;;;
"287,""Enfin, selon le Haut conseil en santé publique, les """"lieux diffusant de la musique amplifiée"""" ne doivent pas dépasser le niveau moyen de 105 dB durant quinze minutes, ce qui est rarement respecté."",B2";;;;;;;;;;;;
"288,""Les dettes relevées au niveau individuel sont attribuées solidairement à l'ensemble des membres du ménage, les résultats diffusés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le ou les types de dettes considérés."",C1";;;;;;;;;;;;
289,Elle a un physique ingrat.,B1;;;;;;;;;;;;
290,Le grand Meaulnes jeta son chapeau par terre et je vis qu'il avait les cheveux complètement ras comme un paysan.,B2;;;;;;;;;;;;
"291,""En 1985, l'économiste japonais Ohmae Kenichi invente la formule commode de """"triade"""" pour décrire la nouvelle polarisation du Monde."",C1";;;;;;;;;;;;
292,L'étude de l'influence de chaînes ramifiées courtes sur le métabolisme des xénobiotiques est développée en deux parties.,C2;;;;;;;;;;;;
293,La manière dont le Monde fut construit à partir des grandes découvertes est donc largement responsable de sa géographie contemporaine.,C2;;;;;;;;;;;;
"294,""""""Je les ai subis, et je les ai fait subir à mes enfants, jusqu'à ce que j'ose m'en affranchir, résume cet inventeur de produits plus ludiques"",C2";;;;;;;;;;;;
"295,""Il est devenu courant de déplorer que la France ait acquis la place de championne d'Europe des prélèvements obligatoires, expression qui englobe les impôts d'État, les impôts locaux, les taxes et les cotisations sociales : la part du Produit intérieur brut (PIB) que les autorités prélèvent sur la richesse nationale a atteint 48, 4 %, alors que la moyenne d'Europe est à 40, 2 %."",C2";;;;;;;;;;;;
